mode,batch,step,mse,grad_var,clip_rate
prior,8,1550.0,0.23354256511228083,0.00037377916581118637,0.06254029658284978
prior,8,1600.0,0.26599591076166407,0.0003633627868154517,0.060587133041848845
prior,8,1650.0,0.23222150229745747,0.0006192163839346383,0.05875227135069655
prior,8,1700.0,0.23280155786041123,0.0001992515856772176,0.05702527924750147
prior,8,1750.0,0.23985457555272444,0.00045540182188909235,0.05539691604797259
prior,8,1800.0,0.27560356872245206,0.0003876172960527006,0.05385896724042199
prior,8,1850.0,0.29565653252823815,0.0003841866139716271,0.05240410588870881
prior,8,1900.0,0.41023058408971946,0.00041287458916899254,0.05102577590741715
prior,8,1950.0,0.26928499352136875,0.00026972545350671613,0.04971809328549462
prior,8,2000.0,0.34524925148357716,0.0002758223016673384,0.04847576211894053
prior,8,2050.0,0.24555441828641342,0.00069821241072724,0.04729400292540224
prior,8,2100.0,0.2542521070789284,0.0003472882357455886,0.0461684911946692
prior,8,2150.0,0.2371366258719122,0.0002978463083413454,0.04509530450953045
prior,8,2200.0,0.29931055609042384,0.0001791067780894731,0.04407087687414812
prior,8,2250.0,0.2742573682325823,0.00023901046438148856,0.04309195912927588
prior,8,2300.0,0.31565340100950684,0.0003247212691195091,0.042155584528465885
prior,8,2350.0,0.2670562922992713,0.00030096686385442485,0.04125903870693322
prior,8,2400.0,0.24455494553332538,0.00023831093173281364,0.04039983340274885
prior,8,2450.0,0.24770478473769414,0.0004098828624826489,0.039575683394532844
prior,8,2500.0,0.2598506524198256,0.00028586316571200886,0.03878448620551779
prior,8,2550.0,0.27875175109622885,0.0005648022980768835,0.038024304194433554
prior,8,2600.0,0.25725315317574593,0.0003924679948481471,0.03729334871203383
prior,8,2650.0,0.35478333539682344,0.0005425058768985638,0.036589966050546964
prior,8,2700.0,0.29850941836754125,0.000781470398859562,0.03591262495372084
prior,8,2750.0,0.26477923301619344,0.0005768516671603677,0.03525990548891312
prior,8,2800.0,0.25176966681773677,8.512972557383337e-05,0.034630489111031774
prior,8,2850.0,0.2821299538050829,0.00024855433778285123,0.03402314977200982
prior,8,2900.0,0.2291134627827023,0.0006335784702142987,0.033436745949672525
prior,8,2950.0,0.2789912413192429,0.0003455083991425549,0.03287021348695358
prior,8,3000.0,0.27947844508585357,0.00040586635578298056,0.032322559146951015
prior,8,3050.0,0.2473684238361961,0.0002595269813662125,0.03179285480170436
prior,8,3100.0,0.27515579774080695,0.0006551903702963446,0.03128023218316672
prior,8,3150.0,0.23206225567484032,0.0003168974489127881,0.03078387813392574
prior,8,3200.0,0.2528097281313183,0.00033990166571947844,0.030303030303030304
prior,8,3250.0,0.28539219759917683,0.00011219505641925844,0.029836973239003382
prior,8,3300.0,0.24540805201180713,0.0004631831269308643,0.0293850348379279
prior,8,3350.0,0.26913785061511525,0.0004993715363729118,0.028946583109519548
prior,8,3400.0,0.23011330648464012,0.0003811606401470739,0.028521023228462217
prior,8,3450.0,0.2603122603552555,0.00017245732603889317,0.028107794842074763
prior,8,3500.0,0.3753080386913244,0.0002544980675902391,0.027706369608683234
prior,8,3550.0,0.32698743467804137,0.0005790168394989608,0.027316248943959447
prior,8,3600.0,0.2768997690873989,0.0004294102254052752,0.026936961955012495
prior,8,3650.0,0.2899844105348036,0.0003049986596868449,0.026568063544234456
prior,8,3700.0,0.2323129033367578,0.00040239421557870906,0.0262091326668468
prior,8,3750.0,0.2341110377962382,0.00018806423028016662,0.025859770727805917
prior,8,3800.0,0.24528248730888724,0.000559053282570761,0.025519600105235463
prior,8,3850.0,0.2840781600099644,0.00017777541130006676,0.025188262788886005
prior,8,3900.0,0.23596113718116324,0.00016271245247368964,0.024865419123301716
prior,8,3950.0,0.23396935517675593,0.0003125435346249209,0.02455074664641863
prior,8,4000.0,0.29464938555473646,0.0004299739946349753,0.02424393901524619
prior,8,4050.0,0.24175813807965615,0.00023701254741795237,0.023944705011108368
prior,8,4100.0,0.2861887129934942,0.00028972646458173053,0.02365276761765423
prior,8,4150.0,0.2649149549750787,0.0006301923009667007,0.023367863165502288
prior,8,4200.0,0.231343382097631,0.0003315194486734515,0.02308974053796715
prior,8,4250.0,0.3040862387034619,0.0001829437355467099,0.02281816043283933
prior,8,4300.0,0.2369573839846605,0.00032943030322267936,0.022552894675656823
prior,8,4350.0,0.37045330249332,0.0006773017197395821,0.02229372558032636
prior,8,4400.0,0.22916949090557376,0.0003136250233202009,0.02204044535332879
prior,8,4450.0,0.24447416214608572,0.0003085082979103322,0.02179285553808133
prior,8,4500.0,0.25305333435080996,0.00029905040304960983,0.021550766496334146
prior,8,4550.0,0.2751269001660722,0.0002393013658353058,0.02131399692375302
prior,8,4600.0,0.24631985265191847,0.0005574900310472088,0.02108237339708759
prior,8,4650.0,0.25554467288328064,0.0001231507274783038,0.02085572995054827
prior,8,4700.0,0.251276502946729,0.0002704365976173591,0.02063390767921719
prior,8,4750.0,0.2623121675951995,0.00019658760752074445,0.02041675436750158
prior,8,4800.0,0.27494677901418585,0.0004889046083994746,0.020204124140804
prior,8,4850.0,0.27649969806685704,0.0006318773080300837,0.019995877138734283
prior,8,4900.0,0.28343565519111547,0.00041679085202793914,0.01979187920832483
prior,8,4950.0,0.2731717369867244,0.0003241750304515373,0.019592001615835186
prior,8,5000.0,0.23617073754216603,0.00027332659476405897,0.019396120775844832
prior,8,5050.0,0.22948644986247416,0.00023993029090954408,0.01920411799643635
prior,8,5100.0,0.2567827485293355,0.0003572030720872157,0.01901587923936483
prior,8,5150.0,0.23758695721415143,0.00017669362314634058,0.018831294894195303
prior,8,5200.0,0.24449991495750892,0.00019353666143030718,0.018650259565468178
prior,8,5250.0,0.2743258321795288,0.0004942406829505431,0.018472671872024376
prior,8,5300.0,0.4872686619479426,0.00033167175375407046,0.018298434257687228
prior,8,5350.0,0.23180957253936157,0.0006303581435316253,0.0181274528125584
prior,8,5400.0,0.23614234747863685,0.00039779492063768396,0.017959637104239954
prior,8,5450.0,0.22681935579420437,0.00012572626774920556,0.017794900018345258
prior,8,5500.0,0.23268542128961336,0.00044393015257913296,0.01763315760770769
prior,8,5550.0,0.24898888403591965,0.0006850811522283397,0.017474328949738785
prior,8,5600.0,0.2615726224423075,0.00021558506008858498,0.01731833601142653
prior,8,5650.0,0.4084526875096391,0.0004192327541856799,0.017165103521500618
prior,8,5700.0,0.23489748475270145,0.0002755959404791046,0.01701455884932468
prior,8,5750.0,0.2341274696439172,0.00034195554219381834,0.01686663189010607
prior,8,5800.0,0.26589637696691365,0.0003985078328935687,0.016721254956042063
prior,8,5850.0,0.2500867531116413,0.0001995887161850346,0.016578362673047343
prior,8,5900.0,0.24149902601069828,0.0005714250628941266,0.01643789188273174
prior,8,5950.0,0.2289752399846319,0.00057816216257538,0.016299781549319443
prior,8,6000.0,0.3563460721159497,0.00030315765857849667,0.016163972671221463
prior,8,6050.0,0.28733837525457573,0.0005554572494496443,0.01603040819699223
prior,8,6100.0,0.2261084571871838,0.00040008184777049936,0.015899032945418785
prior,8,6150.0,0.24365151825402745,0.0003602039730100591,0.015769793529507397
prior,8,6200.0,0.2515695960603549,0.00040500891199963575,0.01564263828414772
prior,8,6250.0,0.22887867817577562,0.000265703449429471,0.01551751719724844
prior,8,6300.0,0.3005680177606764,0.0006940191950572147,0.015394381844151721
prior,8,6350.0,0.24595355990712733,0.00042045488912394256,0.015273185325145646
prior,8,6400.0,0.23470162617972948,0.0004161760803903029,0.015153882205905328
prior,8,6450.0,0.2574905024173341,0.00012490585633821022,0.015036428460703766
prior,8,6500.0,0.24327899534293038,0.0004440911797679273,0.014920781418243347
prior,8,6550.0,0.2396981335495124,0.0002619294854769159,0.014806899709967944
prior,8,6600.0,0.3481201957167262,0.0008698394516869719,0.014694743220724133
prior,8,6650.0,0.23730559397523504,0.0001981916280473806,0.014584273041647873
prior,8,6700.0,0.28091111356395526,0.0005407321169828553,0.014475451425160425
prior,8,6750.0,0.2670935886485405,9.738099491109499e-05,0.014368241741964154
prior,8,6800.0,0.22883398432341487,0.0006086003584744913,0.014262608439935303
prior,8,6850.0,0.22630996552020405,0.00013556847190190744,0.014158517004816814
prior,8,6900.0,0.3166142678437825,0.00036731452736437015,0.01405593392261991
prior,8,6950.0,0.24738010018681125,0.0002669076060465517,0.013954826643648397
prior,8,7000.0,0.2767818353452476,0.00014546173557942354,0.013855163548064563
prior,8,7050.0,0.25256503311897877,0.0007736897222079362,0.013756913912920153
prior,8,7100.0,0.23758951617601204,0.00020586463342738625,0.0136600478805802
prior,8,7150.0,0.24682473943473865,0.00045331117131577013,0.013564536428471543
prior,8,7200.0,0.2539500947623569,0.0002092726843853745,0.013470351340091655
prior,8,7250.0,0.24718590902956786,0.0005330523332026306,0.013377465177216935
prior,8,7300.0,0.22982390844481732,0.000301035618915494,0.013285851253252979
prior,8,7350.0,0.24445224094083084,0.00033781997094851603,0.013195483607672425
prior,8,7400.0,0.2872122871289021,0.00019123523922806907,0.013106336981488989
prior,8,7450.0,0.25314133790879656,0.0006381084953129683,0.013018386793718964
prior,8,7500.0,0.2479564839666191,0.00015827180461433957,0.012931609118784161
prior,8,7550.0,0.2269182272622558,0.00022210991344655823,0.012845980664812608
prior,8,7600.0,0.36792042837691635,0.00012228658599885763,0.012761478752795685
prior,8,7650.0,0.25246097934051276,0.0005220962448392428,0.012678081296562541
prior,8,7700.0,0.22953166970929684,0.0003221236840656191,0.012595766783534607
prior,8,7750.0,0.23741820153187815,0.00044962561096591983,0.012514514256225004
prior,8,7800.0,0.24798862481749148,0.0005383882872662032,0.012434303294449429
prior,8,7850.0,0.2976175321116258,0.00038441477024309947,0.012355113998216788
prior,8,7900.0,0.27606903955983275,0.0001404326627429676,0.01227692697126946
prior,8,7950.0,0.22807395713182535,0.0001451091936338906,0.012199723305244624
prior,8,8000.0,0.2474324808190179,0.00028263877315625754,0.012123484564429446
prior,8,8050.0,0.2650368871724388,0.0003994091835385586,0.012048192771084338
prior,8,8100.0,0.24583604366470188,7.537661431830322e-05,0.011973830391309715
prior,8,8150.0,0.2578296760212825,0.00015142886022802095,0.011900380321432954
prior,8,8200.0,0.25595652406202335,0.0003547457905914473,0.011827825874893306
prior,8,8250.0,0.25001249795717967,0.00038416765800628605,0.011756150769603685
prior,8,8300.0,0.2324245585551053,0.0003655735347293236,0.011685339115769184
prior,8,8350.0,0.23104020271401574,0.0002779838697438624,0.011615375404143216
prior,8,8400.0,0.2970584641434173,5.165313239296011e-05,0.011546244494703012
prior,8,8450.0,0.29529446735435955,0.0003277251821039202,0.011477931605727134
prior,8,8500.0,0.24233513924303987,0.0006337205961720899,0.01141042230325844
prior,8,8550.0,0.2455483875742686,0.0005584402865897828,0.011343702490936733
prior,8,8600.0,0.2529284566502847,0.0001684343149163604,0.011277758400186026
prior,8,8650.0,0.24132736374882963,0.00027193968630882657,0.01121257658074211
prior,8,8700.0,0.24041814888892066,0.0003438166371855465,0.011148143891506724
prior,8,8750.0,0.3505506049541485,0.0002472640468839341,0.011084447491715232
prior,8,8800.0,0.24939955773180947,0.00042641455362458385,0.011021474832405408
prior,8,8850.0,0.26491636859728335,0.0003959612110512684,0.010959213648175347
prior,8,8900.0,0.2547617570132894,0.0001323270279746622,0.010897651949219189
prior,8,8950.0,0.4129819852987315,0.00021033536529189154,0.010836778013629762
prior,8,9000.0,0.2514948528560261,0.0003640945895163635,0.010776580379957783
prior,8,9050.0,0.2615381202781442,0.0003550576112883407,0.010717047840017677
prior,8,9100.0,0.22629334734849643,0.00017645441335867556,0.010658169431930558
prior,8,9150.0,0.23669571987867727,0.00012776593421083145,0.010599934433395257
prior,8,9200.0,0.3063372873945308,0.0002238319724855215,0.010542332355178785
prior,8,9250.0,0.26121342744132137,0.0004013386419233409,0.010485352934817857
prior,8,9300.0,0.27197911858548846,0.0003064465648056912,0.0104289861305236
prior,8,9350.0,0.2682235959685942,0.0008678864663961086,0.010373222115281787
prior,8,9400.0,0.23318274093967403,0.0003348009948798052,0.010318051271141368
prior,8,9450.0,0.22739449736088932,7.322494388276072e-05,0.010263464183684266
prior,8,9500.0,0.23704371779311303,0.00037513768727877507,0.010209451636669824
prior,8,9550.0,0.23630814233942918,0.00016077454590388598,0.01015600460684745
prior,8,9600.0,0.30480657098856184,0.0002357334395731961,0.01010311425893136
prior,8,9650.0,0.2882597859794284,0.00032025186464190123,0.010050771940731531
prior,8,9700.0,0.3181009306584075,0.00023761210047553146,0.009998969178435213
prior,8,9750.0,0.22905102034804434,0.0001556211715596681,0.009947697672033637
prior,8,9800.0,0.24621183528511711,0.0001502119118944668,0.009896949290888685
prior,8,9850.0,0.2769460534115475,0.00025627341264335547,0.009846716069434575
prior,8,9900.0,0.28673139960653216,0.00033122013605957454,0.009796990203009797
prior,8,9950.0,0.2689089140008363,0.00017971607614154558,0.009747764043814692
prior,8,10000.0,0.24068359522509694,0.0005176977978930019,0.0096990300969903
prior,8,10050.0,0.23539931755276314,0.00029905798379568384,0.009650781016814247
prior,8,10100.0,0.26746874287444133,0.00027886668019061494,0.009603009603009603
prior,8,10150.0,0.23462924824043752,0.0003300959660260372,0.00955570879716284
prior,8,10200.0,0.3070600152930837,0.0008085253217323462,0.009508871679247133
prior,8,10250.0,0.23098007457344913,0.0005421122181877988,0.00946249146424739
prior,8,10300.0,0.2618988755538519,0.00012365922745845515,0.009416561498883603
prior,8,10350.0,0.2939497005102885,0.00018083836777861258,0.009371075258429137
prior,8,10400.0,0.2744956374505163,0.0002603002056485686,0.009326026343620805
prior,8,10450.0,0.23222015228534734,0.0002842737352165292,0.00928140847765764
prior,8,10500.0,0.26997354159027787,0.00032291819778980694,0.009237215503285401
prior,8,10550.0,0.2549620176901554,0.00032887380208904826,0.009193441379963984
prior,8,10600.0,0.24671292910447104,0.00019654995069027912,0.009150080181114989
prior,8,10650.0,0.3207331551282322,0.00017355832794157944,0.009107126091446812
prior,8,10700.0,0.2662410953862315,0.0006258102475151726,0.009064573404354733
prior,8,10750.0,0.24349714296625805,0.0002887402521597356,0.009022416519393546
prior,8,10800.0,0.23485460112580842,0.00011947883844534666,0.008980649939820387
prior,8,10850.0,0.2330486584361029,0.0002914842076565773,0.008939268270205511
prior,8,10900.0,0.2830551702363083,0.00012989603709896667,0.008898266214108797
prior,8,10950.0,0.23327680680084728,0.0005399008724676298,0.008857638571819926
prior,8,11000.0,0.2518933540140211,0.0009033377151278755,0.008817380238160167
prior,8,11050.0,0.2620030910356737,0.0001439768052910472,0.00877748620034386
prior,8,11100.0,0.3822085748774047,0.00017436001109167159,0.008737951535897667
prior,8,11150.0,0.24617050999633194,0.0002673100623716894,0.008698771410635818
prior,8,11200.0,0.23413250340789388,0.0003371322433035804,0.008659941076689581
prior,8,11250.0,0.39298368381040827,0.0008196171487859689,0.008621455870589281
prior,8,11300.0,0.362615964510068,0.0008109895465426989,0.00858331121139722
prior,8,11350.0,0.293660390517414,0.0004439890502816781,0.008545502598889965
prior,8,11400.0,0.23163021150859037,0.00029532626873574237,0.00850802561178844
prior,8,11450.0,0.2508814775471654,0.0005828157818023406,0.008470875906034408
prior,8,11500.0,0.2782801263576417,0.00022599855884951193,0.008434049213111904
prior,8,11550.0,0.28966030536799486,0.0004907385290053466,0.008397541338412258
prior,8,11600.0,0.25777684909207094,0.000266996873853392,0.00836134815964141
prior,8,11650.0,0.2633104115092722,0.00011483815018444389,0.008325465625268218
prior,8,11700.0,0.2519936638379815,8.514448068441096e-05,0.008289889753012564
prior,8,11750.0,0.22740741138947088,0.0006212694895975635,0.008254616628372053
prior,8,11800.0,0.23004736674062495,0.00020912648804316758,0.008219642403186171
prior,8,11850.0,0.27467512277771905,0.0003071250949071629,0.008184963294236774
prior,8,11900.0,0.23121930789281012,0.00014806275390072222,0.008150575581883875
prior,8,11950.0,0.23072345605153977,6.651513451920614e-05,0.008116475608735671
prior,8,12000.0,0.23148271891417113,0.00016896202052327157,0.008082659778351804
prior,8,12050.0,0.22872239977632042,0.00028225157761856747,0.008049124553978923
prior,8,12100.0,0.25320522865943274,0.00011587520471916603,0.008015866457317578
prior,8,12150.0,0.2523744566120152,0.00047121408540755957,0.007982882067319562
prior,8,12200.0,0.24219603094524017,0.0002520618727072884,0.007950168019014835
prior,8,12250.0,0.25543161325771485,0.0003904546729758954,0.007917721002367154
prior,8,12300.0,0.229554399091019,0.00027135908492835996,0.00788553776115763
prior,8,12350.0,0.2540996136342257,0.0003406535971622509,0.007853615091895394
prior,8,12400.0,0.37834218363283745,0.00026675042125720995,0.007821949842754616
prior,8,12450.0,0.24656289431448444,0.00017923171470989477,0.007790538912537145
prior,8,12500.0,0.25915268682897286,0.00036572798098952815,0.007759379249660027
prior,8,12550.0,0.3685501191351609,0.0006245325049047582,0.0077284678511672375
prior,8,12600.0,0.2304170039255114,0.0003568438935933406,0.007697801761764939
prior,8,12650.0,0.2388116305196362,0.0005586178668396144,0.0076673780728796145
prior,8,12700.0,0.26802962699010063,0.00038748120448627493,0.007637193921738446
prior,8,12750.0,0.2755555754979407,0.00019892756742308343,0.007607246490471335
prior,8,12800.0,0.2334483625047573,0.0005896411867146329,0.007577533005233966
prior,8,12850.0,0.23495934404277663,8.92790851058815e-05,0.007548050735351334
prior,8,12900.0,0.2888976074629894,0.0002095231102787399,0.007518796992481203
prior,8,12950.0,0.29999098641933064,0.000423553938138033,0.007489769129796927
prior,8,13000.0,0.2901125375541061,0.0004846704889535587,0.007460964541189139
prior,8,13050.0,0.27467153429307084,0.00013289701828736529,0.0074323806604857864
prior,8,13100.0,0.24939751627049714,0.00015332965335407997,0.007404014960690024
prior,8,13150.0,0.3043374960612148,0.00050136488732869,0.007375864953235495
prior,8,13200.0,0.25836093895158396,0.00016244543104662281,0.007347928187258541
prior,8,13250.0,0.27849984957574925,0.00016643728974560307,0.007320202248886877
prior,8,13300.0,0.2324242948441291,0.0003141753015386607,0.00729268476054432
prior,8,13350.0,0.2419622089455743,8.028010425302132e-05,0.00726537338027114
prior,8,13400.0,0.22672797344345683,0.0003587384051774818,0.007238265801059622
prior,8,13450.0,0.28737098617128354,0.00032562563701817076,0.007211359750204446
prior,8,13500.0,0.25102932164338426,0.0003579503749879047,0.007184652988667506
prior,8,13550.0,0.2656715328517902,0.0004288702855640775,0.007158143310456793
prior,8,13600.0,0.30580394102876973,0.0006215137058804725,0.007131828542018969
prior,8,13650.0,0.23071803419132125,0.0004314401437472276,0.0071057065416453005
prior,8,13700.0,0.27517298366290427,0.0002624325074047234,0.007079775198890592
prior,8,13750.0,0.25834604005719186,0.0005648443333088419,0.0070540324340048
prior,8,13800.0,0.2263162760743776,0.0002545900229738508,0.0070284761973770015
prior,8,13850.0,0.23485048304318695,0.00022784231735004882,0.007003104468991409
prior,8,13900.0,0.2277821985920014,0.00012739004459848906,0.006977915257895115
prior,8,13950.0,0.26523888562203296,0.00013603635999225473,0.006952906601677299
prior,8,14000.0,0.3137501789644741,0.00020962189324605658,0.006928076565959574
prior,8,14050.0,0.31155636801988096,0.0006444523756894414,0.006903423243897231
prior,8,14100.0,0.2938496960996669,0.0001428820345718984,0.006878944755691086
prior,8,14150.0,0.2356648430131598,0.00019929193995880102,0.006854639248109674
prior,8,14200.0,0.25162643370319204,0.00015072245442490412,0.006830504894021548
prior,8,14250.0,0.26861427843456986,0.00032078706992771976,0.006806539891937408
prior,8,14300.0,0.2519887775704257,0.00029544780479251584,0.006782742465561849
prior,8,14350.0,0.23689523486682634,0.0001236290381477656,0.00675911086335447
prior,8,14400.0,0.23480600289014908,0.00019209784190937594,0.0067356433581001315
prior,8,14450.0,0.2657511961266399,0.00023083824431074072,0.006712338246488132
prior,8,14500.0,0.22782278805965364,0.00025942688830949805,0.00668919384870009
prior,8,14550.0,0.2413714298415044,0.0003400658493591181,0.006666208508006323
prior,8,14600.0,0.2693884423182016,0.0003081551664874859,0.006643380590370522
prior,8,14650.0,0.27980329742329635,0.0002756850768458685,0.006620708484062521
prior,8,14700.0,0.23951753255426736,0.0002656179667725906,0.006598190599278961
prior,8,14750.0,0.26027877094138496,0.00025650120319757266,0.006575825367771676
prior,8,14800.0,0.23900407503860222,0.00020516047611583146,0.006553611242483616
prior,8,14850.0,0.22878131850554667,0.0002695006673066895,0.006531546697192108
prior,8,14900.0,0.2272724538171102,0.0002180485806246545,0.0065096302261593185
prior,8,14950.0,0.22712804520724822,0.0001678163058932139,0.006487860343789713
prior,8,15000.0,0.22891912368348233,0.0003866958746830033,0.00646623558429438
prior,8,15050.0,0.24376807528472813,0.00038287771213850566,0.006444754501362036
prior,8,15100.0,0.27064988413680124,0.00039984320765581815,0.006423415667836567
prior,8,15150.0,0.2285145586655217,0.0001484232977701993,0.006402217675400963
prior,8,15200.0,0.273409387910782,0.0005475686225239013,0.0063811591342674825
prior,8,15250.0,0.3081729252525372,0.000364685193334855,0.00636023867287391
prior,8,15300.0,0.26142186425087377,0.0002484356356316775,0.0063394549375857786
prior,8,15350.0,0.2799196296980302,0.00021532689557270793,0.006318806592404404
prior,8,15400.0,0.2378027396470015,0.0002613376239944835,0.006298292318680605
prior,8,15450.0,0.27564572438281343,0.0002688946113751906,0.006277910814833991
prior,8,15500.0,0.24141817169593974,0.00021542470801831564,0.0062576607960776725
prior,8,15550.0,0.26567115033442407,0.0001346623935015084,0.006237540994148286
prior,8,15600.0,0.24535574072939448,0.0002341189804189045,0.006217550157041216
prior,8,15650.0,0.2699285313148024,0.0002707111316438717,0.006197687048750879
prior,8,15700.0,0.27047905201938477,0.00028309225492123845,0.0061779504490159865
prior,8,15750.0,0.2512436222829905,0.00041166348967356997,0.006158339153069646
prior,8,15800.0,0.24092445521054484,0.0002510797795353725,0.006138851971394216
prior,8,15850.0,0.2285900896685449,0.0002778228602291204,0.00611948772948079
prior,8,15900.0,0.32242360557292343,0.0005350793142912957,0.006100245267593233
prior,8,15950.0,0.2530751006613572,0.000384728901930451,0.0060811234405366435
prior,8,16000.0,0.27300343499471624,0.00027912744547623457,0.00606212111743016
prior,8,16050.0,0.26930624707698547,9.613061734691391e-05,0.00604323718148402
prior,8,16100.0,0.23943763285531525,0.00020713053682130668,0.006024470529780759
prior,8,16150.0,0.2445862729777595,0.00035903946228244086,0.006005820073060492
prior,8,16200.0,0.23825650629249817,0.0001606567544078538,0.0059872847355101535
prior,8,16250.0,0.28501216757262093,0.00044652858108216407,0.005968863454556643
prior,8,16300.0,0.24319718550687,0.00018692699219380427,0.005950555180663763
prior,8,16350.0,0.23440045124952366,0.00016191377784201077,0.005932358877132897
prior,8,16400.0,0.23352788595189547,0.0002004751182534255,0.005914273519907322
prior,8,16450.0,0.27901390382803104,0.00035546817647848054,0.005896298097380098
prior,8,16500.0,0.24714141186347646,0.0003326200917231408,0.005878431610205442
prior,8,16550.0,0.23149245748256592,0.00024416371648608995,0.005860673071113528
prior,8,16600.0,0.24612054277328846,0.00020776067746563372,0.005843021504728631
prior,8,16650.0,0.2344420137614264,0.0001770018227460946,0.005825475947390547
prior,8,16700.0,0.273715460544095,0.0001744493947162099,0.005808035446979223
prior,8,16750.0,0.26465273386850263,0.00022176295890575184,0.005790699062742523
prior,8,16800.0,0.262470968277284,7.133462559433848e-05,0.005773465865127076
prior,8,16850.0,0.257028870024722,0.00017155971990658817,0.0057563349356121295
prior,8,16900.0,0.26750579422415316,0.0003325582555595378,0.0057393053665463585
prior,8,16950.0,0.2543895571354684,0.00028833890769110497,0.005722376260987552
prior,8,17000.0,0.22959876528346954,0.00010284281400642905,0.005705546732545144
prior,8,17050.0,0.23668793676131733,0.0003428292009940608,0.0056888159052255
prior,8,17100.0,0.4301208371137517,0.00010638108256601697,0.005672182913279925
prior,8,17150.0,0.2321339410829469,0.00040717553131687485,0.005655646901055332
prior,8,17200.0,0.26634524296308737,0.0006448260536633204,0.005639207022847509
prior,8,17250.0,0.2361558611826279,0.00040311084931326976,0.0056228624427569415
prior,8,17300.0,0.2275198246857974,0.001052770322231938,0.005606612334547136
prior,8,17350.0,0.37095976566674743,0.00023429435396286828,0.005590455881505389
prior,8,17400.0,0.2963983160703405,0.000976788848873239,0.005574392276305959
prior,8,17450.0,0.2560872608046997,0.00026978975099780527,0.005558420720875594
prior,8,17500.0,0.27553548612498946,0.00027355981870694836,0.005542540426261356
prior,8,17550.0,0.24759792664258998,0.00031674372825970626,0.005526750612500712
prior,8,17600.0,0.2901935005179372,0.0004155480362723471,0.0055110505084938356
prior,8,17650.0,0.2280981443722751,0.0002200435010150659,0.005495439351878081
prior,8,17700.0,0.27497640899042447,0.00013484897547302331,0.005479916388904582
prior,8,17750.0,0.25244701984566226,0.0005286106329841589,0.00546448087431694
prior,8,17800.0,0.24046435744239605,6.875461357805661e-05,0.005449132071231953
prior,8,17850.0,0.2315041485779106,0.00014483212727026191,0.005433869251022351
prior,8,17900.0,0.2345742439943819,0.00012236517797452874,0.005418691693201497
prior,8,17950.0,0.24601766577010245,0.00018752748786588712,0.005403598685310011
prior,8,18000.0,0.2395838739792376,0.00020824320561716367,0.005388589522804289
prior,8,18050.0,0.237697681106349,0.0001793957842577969,0.005373663508946872
prior,8,18100.0,0.25780629527231275,0.00038695185079696615,0.005358819954698635
prior,8,18150.0,0.2363752024348538,0.0004467551961734421,0.005344058178612748
prior,8,18200.0,0.24008482949509788,0.00032039211636391787,0.0053293775067303996
prior,8,18250.0,0.24645767805442423,0.00010434236610344018,0.00531477727247822
prior,8,18300.0,0.2399206950758201,0.00028783600780679403,0.005300256816567401
prior,8,18350.0,0.239694226179123,0.00023966498045165414,0.005285815486894447
